t              pw-with-periodic.fdtd_inbox_Ex_3_3_3.dat       incid
   0.68405594938480974E-008  -0.363611274E-008   0.000000000E+000
   0.68559661593747823E-008   0.215798313E-008   0.000000000E+000
   0.68713728249014672E-008   0.603533667E-008   0.000000000E+000
   0.68867794904281521E-008   0.497128472E-008   0.000000000E+000
   0.69021861559548370E-008  -0.707673919E-010   0.000000000E+000
   0.69175928214815219E-008  -0.499977215E-008   0.000000000E+000
   0.69329994870082068E-008  -0.591401461E-008   0.000000000E+000
   0.69484061525348917E-008  -0.218720819E-008   0.000000000E+000
   0.69638128180615766E-008   0.311528803E-008   0.000000000E+000
   0.69792194835882615E-008   0.575471182E-008   0.000000000E+000
   0.69946261491149464E-008   0.370521880E-008   0.000000000E+000
   0.70100328146416313E-008  -0.129533495E-008   0.000000000E+000
   0.70254394801683162E-008  -0.521382226E-008   0.000000000E+000
   0.70408461456950011E-008  -0.497263652E-008   0.000000000E+000
   0.70562528112216860E-008  -0.864289529E-009   0.000000000E+000
   0.70716594767483709E-008   0.376250142E-008   0.000000000E+000
   0.70870661422750558E-008   0.523001598E-008   0.000000000E+000
   0.71024728078017407E-008   0.245283127E-008   0.000000000E+000
   0.71178794733284256E-008  -0.226559616E-008   0.000000000E+000
   0.71332861388551105E-008  -0.514025356E-008   0.000000000E+000
   0.71486928043817954E-008  -0.393897448E-008   0.000000000E+000
   0.71640994699084803E-008   0.287241342E-009   0.000000000E+000
   0.71795061354351652E-008   0.411685042E-008   0.000000000E+000
   0.71949128009618502E-008   0.452593207E-008   0.000000000E+000
   0.72103194664885351E-008   0.127386479E-008   0.000000000E+000
   0.72257261320152200E-008  -0.297395375E-008   0.000000000E+000
   0.72411327975419049E-008  -0.482836082E-008   0.000000000E+000
   0.72565394630685898E-008  -0.287877966E-008   0.000000000E+000
   0.72719461285952747E-008   0.123766131E-008   0.000000000E+000
   0.72873527941219596E-008   0.420730562E-008   0.000000000E+000
   0.73027594596486445E-008   0.370574438E-008   0.000000000E+000
   0.73181661251753294E-008   0.214950946E-009   0.000000000E+000
   0.73335727907020143E-008  -0.342696072E-008   0.000000000E+000
   0.73489794562286992E-008  -0.433139347E-008   0.000000000E+000
   0.73643861217553841E-008  -0.184867766E-008   0.000000000E+000
   0.73797927872820690E-008   0.197190841E-008   0.000000000E+000
   0.73951994528087539E-008   0.407128553E-008   0.000000000E+000
   0.74106061183354388E-008   0.282843082E-008   0.000000000E+000
   0.74260127838621237E-008  -0.690618895E-009   0.000000000E+000
   0.74414194493888086E-008  -0.364275787E-008   0.000000000E+000
   0.74568261149154935E-008  -0.370330056E-008   0.000000000E+000
   0.74722327804421784E-008  -0.894816665E-009   0.000000000E+000
   0.74876394459688633E-008   0.248799803E-008   0.000000000E+000
   0.75030461114955482E-008   0.375146492E-008   0.000000000E+000
   0.75184527770222331E-008   0.194643168E-008   0.000000000E+000
   0.75338594425489180E-008  -0.142241574E-008   0.000000000E+000
   0.75492661080756029E-008  -0.364832942E-008   0.000000000E+000
   0.75646727736022878E-008  -0.299594682E-008   0.000000000E+000
   0.75800794391289728E-008  -0.522510923E-010   0.000000000E+000
   0.75954861046556577E-008   0.279504553E-008   0.000000000E+000
   0.76108927701823426E-008   0.329283067E-008   0.000000000E+000
   0.76262994357090275E-008   0.110409482E-008   0.000000000E+000
   0.76417061012357124E-008  -0.197184602E-008   0.000000000E+000
   0.76571127667623973E-008  -0.347677043E-008   0.000000000E+000
   0.76725194322890822E-008  -0.225688268E-008   0.000000000E+000
   0.76879260978157671E-008   0.655032251E-009   0.000000000E+000
   0.77033327633424520E-008   0.291105429E-008   0.000000000E+000
   0.77187394288691369E-008   0.274009149E-008   0.000000000E+000
   0.77341460943958218E-008   0.336766837E-009   0.000000000E+000
   0.77495527599225067E-008  -0.234069586E-008   0.000000000E+000
   0.77649594254491916E-008  -0.316467985E-008   0.000000000E+000
   0.77803660909758765E-008  -0.152768032E-008   0.000000000E+000
   0.77957727565025614E-008   0.121354116E-008   0.000000000E+000
   0.78111794220292463E-008   0.286061486E-008   0.000000000E+000
   0.78265860875559312E-008   0.213551155E-008   0.000000000E+000
   0.78419927530826161E-008  -0.329524408E-009   0.000000000E+000
   0.78573994186093010E-008  -0.253939647E-008   0.000000000E+000
   0.78728060841359859E-008  -0.274979550E-008   0.000000000E+000
   0.78882127496626708E-008  -0.842824477E-009   0.000000000E+000
   0.79036194151893557E-008   0.161928071E-008   0.000000000E+000
   0.79190260807160406E-008   0.267264277E-008   0.000000000E+000
   0.79344327462427255E-008   0.151720991E-008   0.000000000E+000
   0.79498394117694104E-008  -0.877876882E-009   0.000000000E+000
   0.79652460772960954E-008  -0.258513211E-008   0.000000000E+000
   0.79806527428227803E-008  -0.226894437E-008   0.000000000E+000
   0.79960594083494652E-008  -0.229132935E-009   0.000000000E+000
   0.80114660738761501E-008   0.187644167E-008   0.000000000E+000
   0.80268727394028350E-008   0.237826114E-008   0.000000000E+000
   0.80422794049295199E-008   0.917929843E-009   0.000000000E+000
   0.80576860704562048E-008  -0.129990385E-008   0.000000000E+000
   0.80730927359828897E-008  -0.249992471E-008   0.000000000E+000
   0.80884994015095746E-008  -0.175637083E-008   0.000000000E+000
   0.81039060670362595E-008   0.294352098E-009   0.000000000E+000
   0.81193127325629444E-008   0.199589723E-008   0.000000000E+000
   0.81347193980896293E-008   0.200891614E-008   0.000000000E+000
   0.81501260636163142E-008   0.364280495E-009   0.000000000E+000
   0.81655327291429991E-008  -0.159479330E-008   0.000000000E+000
   0.81809393946696840E-008  -0.230877095E-008   0.000000000E+000
   0.81963460601963689E-008  -0.124244970E-008   0.000000000E+000
   0.82117527257230538E-008   0.716069648E-009   0.000000000E+000
   0.82271593912497387E-008   0.199359995E-008   0.000000000E+000
   0.82425660567764236E-008   0.159476599E-008   0.000000000E+000
   0.82579727223031085E-008  -0.123611454E-009   0.000000000E+000
   0.82733793878297934E-008  -0.176814863E-008   0.000000000E+000
   0.82887860533564783E-008  -0.203793959E-008   0.000000000E+000
   0.83041927188831632E-008  -0.752802820E-009   0.000000000E+000
   0.83195993844098481E-008   0.103132491E-008   0.000000000E+000
   0.83350060499365330E-008   0.188899030E-008   0.000000000E+000
   0.83504127154632179E-008   0.116339782E-008   0.000000000E+000
   0.83658193809899029E-008  -0.532063504E-009   0.000000000E+000
   0.83812260465165878E-008  -0.183069149E-008   0.000000000E+000
   0.83966327120432727E-008  -0.171346737E-008   0.000000000E+000
   0.84120393775699576E-008  -0.307783132E-009   0.000000000E+000
   0.84274460430966425E-008   0.124143318E-008   0.000000000E+000
   0.84428527086233274E-008   0.170348124E-008   0.000000000E+000
   0.84582593741500123E-008   0.738870409E-009   0.000000000E+000
   0.84736660396766972E-008  -0.853493276E-009   0.000000000E+000
   0.84890727052033821E-008  -0.179692017E-008   0.000000000E+000
   0.85044793707300670E-008  -0.135991041E-008   0.000000000E+000
   0.85198860362567519E-008   0.776922970E-010   0.000000000E+000
   0.85352927017834368E-008   0.135269718E-008   0.000000000E+000
   0.85506993673101217E-008   0.145908530E-008   0.000000000E+000
   0.85661060328368066E-008   0.341085493E-009   0.000000000E+000
   0.85815126983634915E-008  -0.108582365E-008   0.000000000E+000
   0.85969193638901764E-008  -0.168379299E-008   0.000000000E+000
   0.86123260294168613E-008  -0.999364369E-009   0.000000000E+000
   0.86277326949435462E-008   0.394018929E-009   0.000000000E+000
   0.86431393604702311E-008   0.137530731E-008   0.000000000E+000
   0.86585460259969160E-008   0.117723253E-008   0.000000000E+000
   0.86739526915236009E-008  -0.145365942E-010   0.000000000E+000
   0.86893593570502858E-008  -0.123171251E-008   0.000000000E+000
   0.87047660225769707E-008  -0.150949953E-008   0.000000000E+000
   0.87201726881036556E-008  -0.650763221E-009   0.000000000E+000
   0.87355793536303405E-008   0.636534603E-009   0.000000000E+000
   0.87509860191570255E-008   0.132221822E-008   0.000000000E+000
   0.87663926846837104E-008   0.877802830E-009   0.000000000E+000
   0.87817993502103953E-008  -0.317107562E-009   0.000000000E+000
   0.87972060157370802E-008  -0.129766897E-008   0.000000000E+000
   0.88126126812637651E-008  -0.129236566E-008   0.000000000E+000
   0.88280193467904500E-008  -0.329444694E-009   0.000000000E+000
   0.88434260123171349E-008   0.804966760E-009   0.000000000E+000
   0.88588326778438198E-008   0.120807075E-008   0.000000000E+000
   0.88742393433705047E-008   0.578389059E-009   0.000000000E+000
   0.88896460088971896E-008  -0.560090696E-009   0.000000000E+000
   0.89050526744238745E-008  -0.129312072E-008   0.000000000E+000
   0.89204593399505594E-008  -0.104992637E-008   0.000000000E+000
   0.89358660054772443E-008  -0.469631001E-010   0.000000000E+000
   0.89512726710039292E-008   0.902748543E-009   0.000000000E+000
   0.89666793365306141E-008   0.104820086E-008   0.000000000E+000
   0.89820860020572990E-008   0.293791547E-009   0.000000000E+000
   0.89974926675839839E-008  -0.740931760E-009   0.000000000E+000
   0.90128993331106688E-008  -0.122948418E-008   0.000000000E+000
   0.90283059986373537E-008  -0.798184407E-009   0.000000000E+000
   0.90437126641640386E-008   0.188881022E-009   0.000000000E+000
   0.90591193296907235E-008   0.936260403E-009   0.000000000E+000
   0.90745259952174084E-008   0.857769300E-009   0.000000000E+000
   0.90899326607440933E-008   0.357275320E-010   0.000000000E+000
   0.91053393262707782E-008  -0.860555349E-009   0.000000000E+000
   0.91207459917974631E-008  -0.111928511E-008   0.000000000E+000
   0.91361526573241481E-008  -0.551061474E-009   0.000000000E+000
   0.91515593228508330E-008   0.373831688E-009   0.000000000E+000
   0.91669659883775179E-008   0.914048170E-009   0.000000000E+000
   0.91823726539042028E-008   0.651042331E-009   0.000000000E+000
   0.91977793194308877E-008  -0.187256488E-009   0.000000000E+000
   0.92131859849575726E-008  -0.922764865E-009   0.000000000E+000
   0.92285926504842575E-008  -0.975362902E-009   0.000000000E+000
   0.92439993160109424E-008  -0.320042215E-009   0.000000000E+000
   0.92594059815376273E-008   0.506823528E-009   0.000000000E+000
   0.92748126470643122E-008   0.846055115E-009   0.000000000E+000
   0.92902193125909971E-008   0.440826681E-009   0.000000000E+000
   0.93056259781176820E-008  -0.369705294E-009   0.000000000E+000
   0.93210326436443669E-008  -0.933598643E-009   0.000000000E+000
   0.93364393091710518E-008  -0.810185530E-009   0.000000000E+000
   0.93518459746977367E-008  -0.113990650E-009   0.000000000E+000
   0.93672526402244216E-008   0.589530202E-009   0.000000000E+000
   0.93826593057511065E-008   0.742909900E-009   0.000000000E+000
   0.93980659712777914E-008   0.238068343E-009   0.000000000E+000
   0.94134726368044763E-008  -0.509033704E-009   0.000000000E+000
   0.94288793023311612E-008  -0.900676367E-009   0.000000000E+000
   0.94442859678578461E-008  -0.635293040E-009   0.000000000E+000
   0.94596926333845310E-008   0.608695871E-010   0.000000000E+000
   0.94750992989112159E-008   0.625844931E-009   0.000000000E+000
   0.94905059644379008E-008   0.615291929E-009   0.000000000E+000
   0.95059126299645857E-008   0.516076626E-010   0.000000000E+000
   0.95213192954912707E-008  -0.605198502E-009   0.000000000E+000
   0.95367259610179556E-008  -0.832571512E-009   0.000000000E+000
   0.95521326265446405E-008  -0.460873867E-009   0.000000000E+000
   0.95675392920713254E-008   0.200845368E-009   0.000000000E+000
   0.95829459575980103E-008   0.621336649E-009   0.000000000E+000
   0.95983526231246952E-008   0.473394934E-009   0.000000000E+000
   0.96137592886513801E-008  -0.111924359E-009   0.000000000E+000
   0.96291659541780650E-008  -0.660297317E-009   0.000000000E+000
   0.96445726197047499E-008  -0.738235861E-009   0.000000000E+000
   0.96599792852314348E-008  -0.295475894E-009   0.000000000E+000
   0.96753859507581197E-008   0.304553577E-009   0.000000000E+000
   0.96907926162848046E-008   0.582708104E-009   0.000000000E+000
   0.97061992818114895E-008   0.326500549E-009   0.000000000E+000
   0.97216059473381744E-008  -0.248082832E-009   0.000000000E+000
   0.97370126128648593E-008  -0.678124890E-009   0.000000000E+000
   0.97524192783915442E-008  -0.626496743E-009   0.000000000E+000
   0.97678259439182291E-008  -0.145843559E-009   0.000000000E+000
   0.97832326094449140E-008   0.372624820E-009   0.000000000E+000
   0.97986392749715989E-008   0.517285437E-009   0.000000000E+000
   0.98140459404982838E-008   0.182663995E-009   0.000000000E+000
   0.98294526060249687E-008  -0.354481666E-009   0.000000000E+000
   0.98448592715516536E-008  -0.663716249E-009   0.000000000E+000
   0.98602659370783385E-008  -0.505640918E-009   0.000000000E+000
   0.98756726026050234E-008  -0.168718928E-010   0.000000000E+000
   0.98910792681317083E-008   0.407350487E-009   0.000000000E+000
   0.99064859336583933E-008   0.432556213E-009   0.000000000E+000
   0.99218925991850782E-008   0.485110563E-010   0.000000000E+000
   0.99372992647117631E-008  -0.430584707E-009   0.000000000E+000
   0.99527059302384480E-008  -0.622900787E-009   0.000000000E+000
   0.99681125957651329E-008  -0.383090337E-009   0.000000000E+000
   0.99835192612918178E-008   0.883428330E-010   0.000000000E+000
   0.99989259268185027E-008   0.412307161E-009   0.000000000E+000
   0.10014332592345188E-007   0.335773825E-009   0.000000000E+000
   0.10029739257871872E-007  -0.708633985E-010   0.000000000E+000
   0.10045145923398557E-007  -0.477438589E-009   0.000000000E+000
   0.10060552588925242E-007  -0.561887981E-009   0.000000000E+000
   0.10075959254451927E-007  -0.265172578E-009   0.000000000E+000
   0.10091365919978612E-007   0.168369985E-009   0.000000000E+000
   0.10106772585505297E-007   0.391975064E-009   0.000000000E+000
   0.10122179251031982E-007   0.233636221E-009   0.000000000E+000
   0.10137585916558667E-007  -0.171903769E-009   0.000000000E+000
   0.10152992582085352E-007  -0.497370201E-009   0.000000000E+000
   0.10168399247612037E-007  -0.486900520E-009   0.000000000E+000
   0.10183805913138722E-007  -0.156981900E-009   0.000000000E+000
   0.10199212578665406E-007   0.223251612E-009   0.000000000E+000
   0.10214619244192091E-007   0.351373874E-009   0.000000000E+000
   0.10230025909718776E-007   0.132043029E-009   0.000000000E+000
   0.10245432575245461E-007  -0.252525112E-009   0.000000000E+000
   0.10260839240772146E-007  -0.493667662E-009   0.000000000E+000
   0.10276245906298831E-007  -0.403863748E-009   0.000000000E+000
   0.10291652571825516E-007  -0.623228968E-010   0.000000000E+000
   0.10307059237352201E-007   0.254265969E-009   0.000000000E+000
   0.10322465902878886E-007   0.295728109E-009   0.000000000E+000
   0.10337872568405571E-007   0.359302033E-010   0.000000000E+000
   0.10353279233932255E-007  -0.311982939E-009   0.000000000E+000
   0.10368685899458940E-007  -0.470265493E-009   0.000000000E+000
   0.10384092564985625E-007  -0.318160442E-009   0.000000000E+000
   0.10399499230512310E-007   0.162727887E-010   0.000000000E+000
   0.10414905896038995E-007   0.263668504E-009   0.000000000E+000
   0.10430312561565680E-007   0.230177044E-009   0.000000000E+000
   0.10445719227092365E-007  -0.508205145E-010   0.000000000E+000
   0.10461125892619050E-007  -0.350697360E-009   0.000000000E+000
   0.10476532558145735E-007  -0.431447905E-009   0.000000000E+000
   0.10491939223672420E-007  -0.234450959E-009   0.000000000E+000
   0.10507345889199105E-007   0.774694475E-010   0.000000000E+000
   0.10522752554725789E-007   0.254424981E-009   0.000000000E+000
   0.10538159220252474E-007   0.159533664E-009   0.000000000E+000
   0.10553565885779159E-007  -0.125406574E-009   0.000000000E+000
   0.10568972551305844E-007  -0.370047160E-009   0.000000000E+000
   0.10584379216832529E-007  -0.381580934E-009   0.000000000E+000
   0.10599785882359214E-007  -0.156557170E-009   0.000000000E+000
   0.10615192547885899E-007   0.121003527E-009   0.000000000E+000
   0.10630599213412584E-007   0.229952224E-009   0.000000000E+000
   0.10646005878939269E-007   0.880986673E-010   0.000000000E+000
   0.10661412544465954E-007  -0.186071714E-009   0.000000000E+000
   0.10676819209992638E-007  -0.372149728E-009   0.000000000E+000
   0.10692225875519323E-007  -0.324883814E-009   0.000000000E+000
   0.10707632541046008E-007  -0.874067485E-010   0.000000000E+000
   0.10723039206572693E-007   0.147526547E-009   0.000000000E+000
   0.10738445872099378E-007   0.193877553E-009   0.000000000E+000
   0.10753852537626063E-007   0.195293781E-010   0.000000000E+000
   0.10769259203152748E-007  -0.232026426E-009   0.000000000E+000
   0.10784665868679433E-007  -0.359638791E-009   0.000000000E+000
   0.10800072534206118E-007  -0.265243688E-009   0.000000000E+000
   0.10815479199732803E-007  -0.290303614E-010   0.000000000E+000
   0.10830885865259487E-007   0.158427618E-009   0.000000000E+000
   0.10846292530786172E-007   0.149826082E-009   0.000000000E+000
   0.10861699196312857E-007  -0.432392733E-010   0.000000000E+000
   0.10877105861839542E-007  -0.263334077E-009   0.000000000E+000
   0.10892512527366227E-007  -0.335452693E-009   0.000000000E+000
   0.10907919192892912E-007  -0.206076212E-009   0.000000000E+000
   0.10923325858419597E-007   0.173961956E-010   0.000000000E+000
   0.10938732523946282E-007   0.155647578E-009   0.000000000E+000
   0.10954139189472967E-007   0.101241820E-009   0.000000000E+000
   0.10969545854999652E-007  -0.980249215E-010   0.000000000E+000
   0.10984952520526337E-007  -0.280771795E-009   0.000000000E+000
   0.11000359186053021E-007  -0.302640274E-009   0.000000000E+000
   0.11015765851579706E-007  -0.150231355E-009   0.000000000E+000
   0.11031172517106391E-007   0.514746856E-010   0.000000000E+000
   0.11046579182633076E-007   0.141495621E-009   0.000000000E+000
   0.11061985848159761E-007   0.512461601E-010   0.000000000E+000
   0.11077392513686446E-007  -0.143386358E-009   0.000000000E+000
   0.11092799179213131E-007  -0.285679341E-009   0.000000000E+000
   0.11108205844739816E-007  -0.264193167E-009   0.000000000E+000
   0.11123612510266501E-007  -0.999425959E-010   0.000000000E+000
   0.11139019175793186E-007   0.734804162E-010   0.000000000E+000
   0.11154425841319870E-007   0.118476520E-009   0.000000000E+000
   0.11169832506846555E-007   0.253484039E-011   0.000000000E+000
   0.11185239172373240E-007  -0.178576959E-009   0.000000000E+000
   0.11200645837899925E-007  -0.279803070E-009   0.000000000E+000
   0.11216052503426610E-007  -0.222906499E-009   0.000000000E+000
   0.11231459168953295E-007  -0.568141645E-010   0.000000000E+000
   0.11246865834479980E-007   0.842418496E-010   0.000000000E+000
   0.11262272500006665E-007   0.891358098E-010   0.000000000E+000
   0.11277679165533350E-007  -0.426878671E-010   0.000000000E+000
   0.11293085831060035E-007  -0.203471476E-009   0.000000000E+000
   0.11308492496586720E-007  -0.265145211E-009   0.000000000E+000
   0.11323899162113404E-007  -0.181272067E-009   0.000000000E+000
   0.11339305827640089E-007  -0.218415147E-010   0.000000000E+000
   0.11354712493166774E-007   0.850119142E-010   0.000000000E+000
   0.11370119158693459E-007   0.559275265E-010   0.000000000E+000
   0.11385525824220144E-007  -0.827400787E-010   0.000000000E+000
   0.11400932489746829E-007  -0.218473656E-009   0.000000000E+000
   0.11416339155273514E-007  -0.243824488E-009   0.000000000E+000
   0.11431745820800199E-007  -0.141403445E-009   0.000000000E+000
   0.11447152486326884E-007   0.454100646E-011   0.000000000E+000
   0.11462559151853569E-007   0.773385453E-010   0.000000000E+000
   0.11477965817380253E-007   0.211072895E-010   0.000000000E+000
   0.11493372482906938E-007  -0.116462479E-009   0.000000000E+000
   0.11508779148433623E-007  -0.224412072E-009   0.000000000E+000
   0.11524185813960308E-007  -0.217952545E-009   0.000000000E+000
   0.11539592479486993E-007  -0.104991293E-009   0.000000000E+000
   0.11554999145013678E-007   0.223926849E-010   0.000000000E+000
   0.11570405810540363E-007   0.629413743E-010   0.000000000E+000
   0.11585812476067048E-007  -0.133475522E-010   0.000000000E+000
   0.11601219141593733E-007  -0.143192652E-009   0.000000000E+000
   0.11616625807120418E-007  -0.222431906E-009   0.000000000E+000
   0.11632032472647102E-007  -0.189530863E-009   0.000000000E+000
   0.11647439138173787E-007  -0.732870362E-010   0.000000000E+000
   0.11662845803700472E-007   0.321851643E-010   0.000000000E+000
   0.11678252469227157E-007   0.435995129E-010   0.000000000E+000
   0.11693659134753842E-007  -0.457916413E-010   0.000000000E+000
   0.11709065800280527E-007  -0.162719060E-009   0.000000000E+000
   0.11724472465807212E-007  -0.213888018E-009   0.000000000E+000
   0.11739879131333897E-007  -0.160369315E-009   0.000000000E+000
   0.11755285796860582E-007  -0.471107736E-010   0.000000000E+000
   0.11770692462387267E-007   0.347136417E-010   0.000000000E+000
   0.11786099127913952E-007   0.210540751E-010   0.000000000E+000
   0.11801505793440636E-007  -0.749402138E-010   0.000000000E+000
   0.11816912458967321E-007  -0.175219922E-009   0.000000000E+000
   0.11832319124494006E-007  -0.200244751E-009   0.000000000E+000
   0.11847725790020691E-007  -0.132027000E-009   0.000000000E+000
   0.11863132455547376E-007  -0.268790823E-010   0.000000000E+000
   0.11878539121074061E-007   0.310061629E-010   0.000000000E+000
   0.11893945786600746E-007  -0.307182058E-011   0.000000000E+000
   0.11909352452127431E-007  -0.998753857E-010   0.000000000E+000
   0.11924759117654116E-007  -0.181192422E-009   0.000000000E+000
   0.11940165783180801E-007  -0.182986015E-009   0.000000000E+000
   0.11955572448707485E-007  -0.105775035E-009   0.000000000E+000
   0.11970979114234170E-007  -0.126485281E-010   0.000000000E+000
   0.11986385779760855E-007   0.222358972E-010   0.000000000E+000
   0.12001792445287540E-007  -0.273346103E-010   0.000000000E+000
   0.12017199110814225E-007  -0.120033233E-009   0.000000000E+000
   0.12032605776340910E-007  -0.181377580E-009   0.000000000E+000
   0.12048012441867595E-007  -0.163538960E-009   0.000000000E+000
   0.12063419107394280E-007  -0.825794294E-010   0.000000000E+000
   0.12078825772920965E-007  -0.416999768E-011   0.000000000E+000
   0.12094232438447650E-007   0.964012984E-011   0.000000000E+000
   0.12109639103974335E-007  -0.505129966E-010   0.000000000E+000
   0.12125045769501019E-007  -0.135175537E-009   0.000000000E+000
   0.12140452435027704E-007  -0.176684944E-009   0.000000000E+000
   0.12155859100554389E-007  -0.143212414E-009   0.000000000E+000
   0.12171265766081074E-007  -0.631018085E-010   0.000000000E+000
   0.12186672431607759E-007  -0.949650081E-012   0.000000000E+000
   0.12202079097134444E-007  -0.555124783E-011   0.000000000E+000
   0.12217485762661129E-007  -0.716333035E-010   0.000000000E+000
   0.12232892428187814E-007  -0.145349885E-009   0.000000000E+000
   0.12248299093714499E-007  -0.168120767E-009   0.000000000E+000
   0.12263705759241184E-007  -0.123150795E-009   0.000000000E+000
   0.12279112424767868E-007  -0.477148321E-010   0.000000000E+000
   0.12294519090294553E-007  -0.231195618E-011   0.000000000E+000
   0.12309925755821238E-007  -0.221751714E-010   0.000000000E+000
   0.12325332421347923E-007  -0.899781014E-010   0.000000000E+000
   0.12340739086874608E-007  -0.150841895E-009   0.000000000E+000
   0.12356145752401293E-007  -0.156723037E-009   0.000000000E+000
   0.12371552417927978E-007  -0.104303899E-009   0.000000000E+000
   0.12386959083454663E-007  -0.365298625E-010   0.000000000E+000
   0.12402365748981348E-007  -0.746210732E-011   0.000000000E+000
   0.12417772414508033E-007  -0.391823449E-010   0.000000000E+000
   0.12433179080034718E-007  -0.105080986E-009   0.000000000E+000
   0.12448585745561402E-007  -0.152123300E-009   0.000000000E+000
   0.12463992411088087E-007  -0.143505027E-009   0.000000000E+000
   0.12479399076614772E-007  -0.874106620E-010   0.000000000E+000
   0.12494805742141457E-007  -0.294328867E-010   0.000000000E+000
   0.12510212407668142E-007  -0.155442777E-010   0.000000000E+000
   0.12525619073194827E-007  -0.556712142E-010   0.000000000E+000
   0.12541025738721512E-007  -0.116709975E-009   0.000000000E+000
   0.12556432404248197E-007  -0.149799145E-009   0.000000000E+000
   0.12571839069774882E-007  -0.129409108E-009   0.000000000E+000
   0.12587245735301567E-007  -0.729960814E-010   0.000000000E+000
   0.12602652400828251E-007  -0.261258237E-010   0.000000000E+000
   0.12618059066354936E-007  -0.256934821E-010   0.000000000E+000
   0.12633465731881621E-007  -0.709088760E-010   0.000000000E+000
   0.12648872397408306E-007  -0.124841609E-009   0.000000000E+000
   0.12664279062934991E-007  -0.144556672E-009   0.000000000E+000
   0.12679685728461676E-007  -0.115271521E-009   0.000000000E+000
   0.12695092393988361E-007  -0.613793183E-010   0.000000000E+000
   0.12710499059515046E-007  -0.261705310E-010   0.000000000E+000
   0.12725905725041731E-007  -0.370798114E-010   0.000000000E+000
   0.12741312390568416E-007  -0.843406039E-010   0.000000000E+000
   0.12756719056095100E-007  -0.129629016E-009   0.000000000E+000
   0.12772125721621785E-007  -0.137118289E-009   0.000000000E+000
   0.12787532387148470E-007  -0.101797806E-009   0.000000000E+000
   0.12802939052675155E-007  -0.526905707E-010   0.000000000E+000
   0.12818345718201840E-007  -0.290327571E-010   0.000000000E+000
   0.12833752383728525E-007  -0.489439808E-010   0.000000000E+000
   0.12849159049255210E-007  -0.955890367E-010   0.000000000E+000
   0.12864565714781895E-007  -0.131366362E-009   0.000000000E+000
   0.12879972380308580E-007  -0.128200311E-009   0.000000000E+000
   0.12895379045835265E-007  -0.895487018E-010   0.000000000E+000
   0.12910785711361950E-007  -0.468946271E-010   0.000000000E+000
   0.12926192376888634E-007  -0.341237941E-010   0.000000000E+000
   0.12941599042415319E-007  -0.606236450E-010   0.000000000E+000
   0.12957005707942004E-007  -0.104444689E-009   0.000000000E+000
   0.12972412373468689E-007  -0.130451955E-009   0.000000000E+000
   0.12987819038995374E-007  -0.118478491E-009   0.000000000E+000
   0.13003225704522059E-007  -0.789353582E-010   0.000000000E+000
   0.13018632370048744E-007  -0.438187889E-010   0.000000000E+000
   0.13034039035575429E-007  -0.408381176E-010   0.000000000E+000
   0.13049445701102114E-007  -0.715706383E-010   0.000000000E+000
   0.13064852366628799E-007  -0.110849545E-009   0.000000000E+000
   0.13080259032155483E-007  -0.127351907E-009   0.000000000E+000
   0.13095665697682168E-007  -0.108561049E-009   0.000000000E+000
   0.13111072363208853E-007  -0.702228276E-010   0.000000000E+000
   0.13126479028735538E-007  -0.431833458E-010   0.000000000E+000
   0.13141885694262223E-007  -0.485861212E-010   0.000000000E+000
   0.13157292359788908E-007  -0.813600992E-010   0.000000000E+000
   0.13172699025315593E-007  -0.114876025E-009   0.000000000E+000
   0.13188105690842278E-007  -0.122566429E-009   0.000000000E+000
   0.13203512356368963E-007  -0.989693258E-010   0.000000000E+000
   0.13218919021895648E-007  -0.635400899E-010   0.000000000E+000
   0.13234325687422333E-007  -0.446323117E-010   0.000000000E+000
   0.13249732352949017E-007  -0.568206558E-010   0.000000000E+000
   0.13265139018475702E-007  -0.896917679E-010   0.000000000E+000
   0.13280545684002387E-007  -0.116702592E-009   0.000000000E+000
   0.13295952349529072E-007  -0.116599647E-009   0.000000000E+000
   0.13311359015055757E-007  -0.901258235E-010   0.000000000E+000
   0.13326765680582442E-007  -0.588953469E-010   0.000000000E+000
   0.13342172346109127E-007  -0.477632170E-010   0.000000000E+000
   0.13357579011635812E-007  -0.650574386E-010   0.000000000E+000
   0.13372985677162497E-007  -0.963851915E-010   0.000000000E+000
   0.13388392342689182E-007  -0.116588156E-009   0.000000000E+000
   0.13403799008215866E-007  -0.109934055E-009   0.000000000E+000
   0.13419205673742551E-007  -0.823489471E-010   0.000000000E+000
   0.13434612339269236E-007  -0.561946809E-010   0.000000000E+000
   0.13450019004795921E-007  -0.521542531E-010   0.000000000E+000
   0.13465425670322606E-007  -0.728888755E-010   0.000000000E+000
   0.13480832335849291E-007  -0.101369510E-009   0.000000000E+000
   0.13496239001375976E-007  -0.114846507E-009   0.000000000E+000
   0.13511645666902661E-007  -0.103010128E-009   0.000000000E+000
   0.13527052332429346E-007  -0.758538787E-010   0.000000000E+000
   0.13542458997956031E-007  -0.552630303E-010   0.000000000E+000
   0.13557865663482715E-007  -0.573883198E-010   0.000000000E+000
   0.13573272329009400E-007  -0.799921518E-010   0.000000000E+000
   0.13588678994536085E-007  -0.104669592E-009   0.000000000E+000
   0.13604085660062770E-007  -0.111822024E-009   0.000000000E+000
   0.13619492325589455E-007  -0.962111502E-010   0.000000000E+000
