t              shieldingEffectiveness.fdtd_front_Ex_1_1_1.dat       incid
   0.17216948726070380E-008   0.119516417E+000   0.525822773E-013
   0.17255465389887092E-008   0.119516701E+000   0.418534090E-013
   0.17293982053703805E-008   0.119518042E+000   0.332849796E-013
   0.17332498717520517E-008   0.119520195E+000   0.264484632E-013
   0.17371015381337229E-008   0.119521298E+000   0.209984126E-013
   0.17409532045153941E-008   0.119520828E+000   0.166570605E-013
   0.17448048708970654E-008   0.119520903E+000   0.132021613E-013
   0.17486565372787366E-008   0.119523093E+000   0.104550386E-013
   0.17525082036604078E-008   0.119525708E+000   0.827241006E-014
   0.17563598700420791E-008   0.119526237E+000   0.653997654E-014
   0.17602115364237503E-008   0.119525194E+000   0.516592901E-014
   0.17640632028054215E-008   0.119525500E+000   0.407708001E-014
   0.17679148691870927E-008   0.119528167E+000   0.321505162E-014
   0.17717665355687640E-008   0.119530819E+000   0.253311407E-014
   0.17756182019504352E-008   0.119531147E+000   0.199411440E-014
   0.17794698683321064E-008   0.119530104E+000   0.156848479E-014
   0.17833215347137776E-008   0.119530380E+000   0.123267244E-014
   0.17871732010954489E-008   0.119532801E+000   0.967908678E-015
   0.17910248674771201E-008   0.119535416E+000   0.759380072E-015
   0.17948765338587913E-008   0.119536050E+000   0.595275644E-015
   0.17987282002404625E-008   0.119535245E+000   0.466232292E-015
   0.18025798666221338E-008   0.119535573E+000   0.364856133E-015
   0.18064315330038050E-008   0.119537890E+000   0.285282550E-015
   0.18102831993854762E-008   0.119539917E+000   0.222872738E-015
   0.18141348657671474E-008   0.119540006E+000   0.173967332E-015
   0.18179865321488187E-008   0.119539879E+000   0.135679987E-015
   0.18218381985304899E-008   0.119541548E+000   0.105727731E-015
   0.18256898649121611E-008   0.119543664E+000   0.823190624E-016
   0.18295415312938323E-008   0.119544052E+000   0.640383312E-016
   0.18333931976755036E-008   0.119543687E+000   0.497745743E-016
   0.18372448640571748E-008   0.119544983E+000   0.386554305E-016
   0.18410965304388460E-008   0.119547352E+000   0.299949223E-016
   0.18449481968205172E-008   0.119548447E+000   0.232546477E-016
   0.18487998632021885E-008   0.119548336E+000   0.180138778E-016
   0.18526515295838597E-008   0.119549006E+000   0.139425527E-016
   0.18565031959655309E-008   0.119550578E+000   0.107819064E-016
   0.18603548623472022E-008   0.119551502E+000   0.833093961E-017
   0.18642065287288734E-008   0.119552001E+000   0.643152530E-017
   0.18680581951105446E-008   0.119553603E+000   0.496095038E-017
   0.18719098614922158E-008   0.119555622E+000   0.382341491E-017
   0.18757615278738871E-008   0.119555786E+000   0.294423503E-017
   0.18796131942555583E-008   0.119554758E+000   0.226525872E-017
   0.18834648606372295E-008   0.119555756E+000   0.174140151E-017
   0.18873165270189007E-008   0.119559206E+000   0.133756377E-017
   0.18911681934005720E-008   0.119561575E+000   0.102648895E-017
   0.18950198597822432E-008   0.119560644E+000   0.787100041E-018
   0.18988715261639144E-008   0.119559124E+000   0.603031675E-018
   0.19027231925455856E-008   0.119560577E+000   0.461609123E-018
   0.19065748589272569E-008   0.119564146E+000   0.353056738E-018
   0.19104265253089281E-008   0.119566046E+000   0.269804576E-018
   0.19142781916905993E-008   0.119565211E+000   0.206005118E-018
   0.19181298580722705E-008   0.119564444E+000   0.157160245E-018
   0.19219815244539418E-008   0.119566120E+000   0.119795928E-018
   0.19258331908356130E-008   0.119568922E+000   0.912357856E-019
   0.19296848572172842E-008   0.119570047E+000   0.694263674E-019
   0.19335365235989554E-008   0.119569510E+000   0.527859556E-019
   0.19373881899806267E-008   0.119569764E+000   0.400992249E-019
   0.19412398563622979E-008   0.119571783E+000   0.304361526E-019
   0.19450915227439691E-008   0.119573623E+000   0.230826269E-019
   0.19489431891256404E-008   0.119573995E+000   0.174900200E-019
   0.19527948555073116E-008   0.119574159E+000   0.132415436E-019
   0.19566465218889828E-008   0.119575433E+000   0.100166330E-019
   0.19604981882706540E-008   0.119576976E+000   0.757056376E-020
   0.19643498546523253E-008   0.119577698E+000   0.571703780E-020
   0.19682015210339965E-008   0.119578347E+000   0.431368873E-020
   0.19720531874156677E-008   0.119579598E+000   0.325199373E-020
   0.19759048537973389E-008   0.119580671E+000   0.244955442E-020
   0.19797565201790102E-008   0.119581126E+000   0.184356910E-020
   0.19836081865606814E-008   0.119582020E+000   0.138629210E-020
   0.19874598529423526E-008   0.119583763E+000   0.104158286E-020
   0.19913115193240238E-008   0.119584955E+000   0.781904288E-021
   0.19951631857056951E-008   0.119584993E+000   0.586466763E-021
   0.19990148520873663E-008   0.119585469E+000   0.439511039E-021
   0.20028665184690375E-008   0.119587280E+000   0.329102622E-021
   0.20067181848507087E-008   0.119588956E+000   0.246215605E-021
   0.20105698512323800E-008   0.119589292E+000   0.184050312E-021
   0.20144215176140512E-008   0.119589366E+000   0.137465172E-021
   0.20182731839957224E-008   0.119590633E+000   0.102582040E-021
   0.20221248503773936E-008   0.119592451E+000   0.764868616E-022
   0.20259765167590649E-008   0.119593486E+000   0.569819854E-022
   0.20298281831407361E-008   0.119593799E+000   0.424141384E-022
   0.20336798495224073E-008   0.119594373E+000   0.315442883E-022
   0.20375315159040785E-008   0.119595528E+000   0.234404543E-022
   0.20413831822857498E-008   0.119596869E+000   0.174033776E-022
   0.20452348486674210E-008   0.119598106E+000   0.129103540E-022
   0.20490865150490922E-008   0.119599052E+000   0.956925354E-023
   0.20529381814307635E-008   0.119599491E+000   0.708663491E-023
   0.20567898478124347E-008   0.119599886E+000   0.524371621E-023
   0.20606415141941059E-008   0.119601071E+000   0.387680249E-023
   0.20644931805757771E-008   0.119602881E+000   0.286371674E-023
   0.20683448469574484E-008   0.119604133E+000   0.211360449E-023
   0.20721965133391196E-008   0.119604409E+000   0.155869261E-023
   0.20760481797207908E-008   0.119604729E+000   0.114842775E-023
   0.20798998461024620E-008   0.119605899E+000   0.845457731E-024
   0.20837515124841333E-008   0.119607359E+000   0.621892874E-024
   0.20876031788658045E-008   0.119608261E+000   0.457047027E-024
   0.20914548452474757E-008   0.119608954E+000   0.335616755E-024
   0.20953065116291469E-008   0.119610161E+000   0.246241872E-024
   0.20991581780108182E-008   0.119611412E+000   0.180510148E-024
   0.21030098443924894E-008   0.119611770E+000   0.132214456E-024
   0.21068615107741606E-008   0.119611897E+000   0.967590963E-025
   0.21107131771558318E-008   0.119613387E+000   0.707499209E-025
   0.21145648435375031E-008   0.119615681E+000   0.516898889E-025
   0.21184165099191743E-008   0.119616553E+000   0.377316023E-025
   0.21222681763008455E-008   0.119616002E+000   0.275190737E-025
   0.21261198426825167E-008   0.119616464E+000   0.200539628E-025
   0.21299715090641880E-008   0.119618550E+000   0.146016628E-025
   0.21338231754458592E-008   0.119620167E+000   0.106224651E-025
   0.21376748418275304E-008   0.119620286E+000   0.772122494E-026
   0.21415265082092017E-008   0.119620614E+000   0.560767591E-026
   0.21453781745908729E-008   0.119622223E+000   0.406911827E-026
   0.21492298409725441E-008   0.119623743E+000   0.295022924E-026
   0.21530815073542153E-008   0.119624034E+000   0.213720927E-026
   0.21569331737358866E-008   0.119624294E+000   0.154688815E-026
   0.21607848401175578E-008   0.119625717E+000   0.111868787E-026
   0.21646365064992290E-008   0.119627476E+000   0.808341398E-027
   0.21684881728809002E-008   0.119628176E+000   0.583580944E-027
   0.21723398392625715E-008   0.119628221E+000   0.420964664E-027
   0.21761915056442427E-008   0.119629033E+000   0.303407392E-027
   0.21800431720259139E-008   0.119630724E+000   0.218487604E-027
   0.21838948384075851E-008   0.119632050E+000   0.157204838E-027
   0.21877465047892564E-008   0.119632468E+000   0.113016277E-027
   0.21915981711709276E-008   0.119632781E+000   0.811775860E-028
   0.21954498375525988E-008   0.119633868E+000   0.582599044E-028
   0.21993015039342700E-008   0.119635530E+000   0.417772122E-028
   0.22031531703159413E-008   0.119636640E+000   0.299315393E-028
   0.22070048366976125E-008   0.119636878E+000   0.214267937E-028
   0.22108565030792837E-008   0.119637229E+000   0.153257425E-028
   0.22147081694609549E-008   0.119638450E+000   0.109523039E-028
   0.22185598358426262E-008   0.119640112E+000   0.782038524E-029
   0.22224115022242974E-008   0.119641200E+000   0.557939497E-029
   0.22262631686059686E-008   0.119641528E+000   0.397709047E-029
   0.22301148349876398E-008   0.119641885E+000   0.283258347E-029
   0.22339665013693111E-008   0.119642958E+000   0.201574825E-029
   0.22378181677509823E-008   0.119644530E+000   0.143320757E-029
   0.22416698341326535E-008   0.119645678E+000   0.101819139E-029
   0.22455215005143248E-008   0.119646110E+000   0.722718236E-030
   0.22493731668959960E-008   0.119646564E+000   0.512550002E-030
   0.22532248332776672E-008   0.119647674E+000   0.363197262E-030
   0.22570764996593384E-008   0.119649112E+000   0.257149287E-030
   0.22609281660410097E-008   0.119650006E+000   0.181905976E-030
   0.22647798324226809E-008   0.119650327E+000   0.128572422E-030
   0.22686314988043521E-008   0.119651049E+000   0.907998621E-031
   0.22724831651860233E-008   0.119652629E+000   0.640680156E-031
   0.22763348315676946E-008   0.119654045E+000   0.451686055E-031
   0.22801864979493658E-008   0.119654253E+000   0.318176904E-031
   0.22840381643310370E-008   0.119654149E+000   0.223933555E-031
   0.22878898307127082E-008   0.119655430E+000   0.157474087E-031
   0.22917414970943795E-008   0.119657777E+000   0.110645992E-031
   0.22955931634760507E-008   0.119658895E+000   0.776748814E-032
   0.22994448298577219E-008   0.119658269E+000   0.544835093E-032
   0.23032964962393931E-008   0.119658194E+000   0.381844242E-032
   0.23071481626210644E-008   0.119660243E+000   0.267377963E-032
   0.23109998290027356E-008   0.119662628E+000   0.187070210E-032
   0.23148514953844068E-008   0.119663052E+000   0.130773701E-032
   0.23187031617660780E-008   0.119662337E+000   0.913385651E-033
   0.23225548281477493E-008   0.119662948E+000   0.637423062E-033
   0.23264064945294205E-008   0.119665124E+000   0.444465618E-033
   0.23302581609110917E-008   0.119666807E+000   0.309646610E-033
   0.23341098272927630E-008   0.119666979E+000   0.215543259E-033
   0.23379614936744342E-008   0.119666852E+000   0.149913056E-033
   0.23418131600561054E-008   0.119667791E+000   0.104174651E-033
   0.23456648264377766E-008   0.119669512E+000   0.723310430E-034
   0.23495164928194479E-008   0.119670853E+000   0.501792710E-034
   0.23533681592011191E-008   0.119671352E+000   0.347809436E-034
   0.23572198255827903E-008   0.119671531E+000   0.240878767E-034
   0.23610714919644615E-008   0.119672254E+000   0.166683564E-034
   0.23649231583461328E-008   0.119673729E+000   0.115240260E-034
   0.23687748247278040E-008   0.119675167E+000   0.796095513E-035
   0.23726264911094752E-008   0.119675741E+000   0.549471037E-035
   0.23764781574911464E-008   0.119675867E+000   0.378922728E-035
   0.23803298238728177E-008   0.119676650E+000   0.261094019E-035
   0.23841814902544889E-008   0.119678155E+000   0.179754764E-035
   0.23880331566361601E-008   0.119679384E+000   0.123646164E-035
   0.23918848230178313E-008   0.119679920E+000   0.849809360E-036
   0.23957364893995026E-008   0.119680360E+000   0.583578884E-036
   0.23995881557811738E-008   0.119681187E+000   0.400400162E-036
   0.24034398221628450E-008   0.119682267E+000   0.274491926E-036
   0.24072914885445162E-008   0.119683422E+000   0.188019233E-036
   0.24111431549261875E-008   0.119684398E+000   0.128674164E-036
   0.24149948213078587E-008   0.119684912E+000   0.879875586E-037
   0.24188464876895299E-008   0.119685337E+000   0.601157938E-037
   0.24226981540712011E-008   0.119686417E+000   0.410366668E-037
   0.24265498204528724E-008   0.119687930E+000   0.279895916E-037
   0.24304014868345436E-008   0.119688779E+000   0.190747325E-037
   0.24342531532162148E-008   0.119688913E+000   0.129878227E-037
   0.24381048195978861E-008   0.119689591E+000   0.883599256E-038
   0.24419564859795573E-008   0.119691111E+000   0.600636739E-038
   0.24458081523612285E-008   0.119692199E+000   0.407928633E-038
   0.24496598187428997E-008   0.119692445E+000   0.276820206E-038
   0.24535114851245710E-008   0.119693041E+000   0.187693420E-038
   0.24573631515062422E-008   0.119694524E+000   0.127149759E-038
   0.24612148178879134E-008   0.119695731E+000   0.860645287E-039
   0.24650664842695846E-008   0.119695947E+000   0.582075560E-039
   0.24689181506512559E-008   0.119696185E+000   0.393306644E-039
   0.24727698170329271E-008   0.119697385E+000   0.265541855E-039
   0.24766214834145983E-008   0.119698986E+000   0.179132187E-039
   0.24804731497962695E-008   0.119700000E+000   0.120733073E-039
   0.24843248161779408E-008   0.119700372E+000   0.813075408E-040
   0.24881764825596120E-008   0.119700581E+000   0.547094946E-040
   0.24920281489412832E-008   0.119701207E+000   0.367798808E-040
   0.24958798153229544E-008   0.119702756E+000   0.247062932E-040
   0.24997314817046257E-008   0.119704552E+000   0.165815647E-040
   0.25035831480862969E-008   0.119705036E+000   0.111193033E-040
   0.25074348144679681E-008   0.119704388E+000   0.744930264E-041
   0.25112864808496393E-008   0.119704992E+000   0.498722123E-041
   0.25151381472313106E-008   0.119707458E+000   0.333649164E-041
   0.25189898136129818E-008   0.119708985E+000   0.222946586E-041
   0.25228414799946530E-008   0.119708277E+000   0.148958027E-041
   0.25266931463763243E-008   0.119708106E+000   0.993520611E-042
   0.25305448127579955E-008   0.119710274E+000   0.661412875E-042
   0.25343964791396667E-008   0.119712196E+000   0.441409016E-042
   0.25382481455213379E-008   0.119711764E+000   0.294272678E-042
   0.25420998119030092E-008   0.119711459E+000   0.194780487E-042
   0.25459514782846804E-008   0.119713545E+000   0.128919459E-042
   0.25498031446663516E-008   0.119715586E+000   0.854792063E-043
   0.25536548110480228E-008   0.119715147E+000   0.574532370E-043
   0.25575064774296941E-008   0.119714446E+000   0.378350585E-043
   0.25613581438113653E-008   0.119716257E+000   0.252233724E-043
   0.25652098101930365E-008   0.119718902E+000   0.168155816E-043
   0.25690614765747077E-008   0.119719252E+000   0.112103877E-043
   0.25729131429563790E-008   0.119718179E+000   0.700649232E-044
   0.25767648093380502E-008   0.119718701E+000   0.420389539E-044
   0.25806164757197214E-008   0.119721092E+000   0.280259693E-044
   0.25844681421013926E-008   0.119722903E+000   0.140129846E-044
   0.25883198084830639E-008   0.119722851E+000   0.140129846E-044
   0.25921714748647351E-008   0.119722262E+000   0.140129846E-044
   0.25960231412464063E-008   0.119722947E+000   0.000000000E+000
   0.25998748076280775E-008   0.119725063E+000   0.000000000E+000
   0.26037264740097488E-008   0.119726948E+000   0.000000000E+000
   0.26075781403914200E-008   0.119727068E+000   0.000000000E+000
   0.26114298067730912E-008   0.119726196E+000   0.000000000E+000
   0.26152814731547624E-008   0.119726717E+000   0.000000000E+000
   0.26191331395364337E-008   0.119729094E+000   0.000000000E+000
